PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
WI0059072,,,0241,Dairy Farms
WI0059102,,,0241,Dairy Farms
WI0059111,,,0241,Dairy Farms
WI0059129,,,0241,Dairy Farms
WI0059200,,,0241,Dairy Farms
WI0059218,,,0241,Dairy Farms
WI0059226,,,0241,Dairy Farms
WI0059242,,,0241,Dairy Farms
WI0059277,,,0241,Dairy Farms
WI0059315,,,0241,Dairy Farms
WI0059340,,,0241,Dairy Farms
WI0059358,,,0241,Dairy Farms
WI0059366,,,0253,Turkeys And Turkey Eggs
WI0059374,,,0241,Dairy Farms
WI0059382,,,0241,Dairy Farms
WI0059391,,,0241,Dairy Farms
WI0059404,,,2022,"Cheese, Natural And Processed"
WI0059412,,,0241,Dairy Farms
WI0059421,,,0241,Dairy Farms
WI0059439,,,0241,Dairy Farms
WI0059447,,,0241,Dairy Farms
WI0059528,,,0241,Dairy Farms
WI0059536,,,0241,Dairy Farms
WI0059544,,,0241,Dairy Farms
WI0059552,,,0241,Dairy Farms
WI0059561,,,0241,Dairy Farms
WI0059579,,,0241,Dairy Farms
WI0060011,,,4952,Sewerage Systems
WI0060038,,,4952,Sewerage Systems
WI0060062,,,4952,Sewerage Systems
WI0060071,,,4952,Sewerage Systems
WI0060151,,,4952,Sewerage Systems
WI0060216,,,4952,Sewerage Systems
WI0060232,,,4952,Sewerage Systems
WI0060259,,,4952,Sewerage Systems
WI0060330,,,4952,Sewerage Systems
WI0060348,,,4952,Sewerage Systems
WI0060372,,,4952,Sewerage Systems
WI0060381,,,4952,Sewerage Systems
WI0060429,,,4952,Sewerage Systems
WI0060453,,,4952,Sewerage Systems
WI0060488,,,4952,Sewerage Systems
WI0060500,,,4952,Sewerage Systems
WI0060526,,,4952,Sewerage Systems
WI0060607,,,4952,Sewerage Systems
WI0060666,,,4952,Sewerage Systems
WI0060721,,,9223,Correctional Institutions
WI0060771,,,4952,Sewerage Systems
WI0060801,,,4952,Sewerage Systems
WI0060861,,,4952,Sewerage Systems
WI0060879,,,4952,Sewerage Systems
WI0060933,,,4952,Sewerage Systems
WI0060976,,,4952,Sewerage Systems
WI0060984,,,4952,Sewerage Systems
WI0061042,,,4952,Sewerage Systems
WI0061051,,,4952,Sewerage Systems
WI0061093,,,7033,Trailer Parks And Campsites
WI0061107,,,4952,Sewerage Systems
WI0061191,,,4952,Sewerage Systems
WI0061255,,,4952,Sewerage Systems
WI0061263,,,4952,Sewerage Systems
WI0061271,,,4952,Sewerage Systems
WI0061301,,,4952,Sewerage Systems
WI0061336,,,4952,Sewerage Systems
WI0061361,,,4952,Sewerage Systems
WI0061387,,,4952,Sewerage Systems
WI0061395,,,0241,Dairy Farms
WI0061492,,,0241,Dairy Farms
WI0061506,,,0241,Dairy Farms
WI0061620,,,0241,Dairy Farms
WI0061638,,,0241,Dairy Farms
WI0061646,,,4952,Sewerage Systems
WI0061671,,,0241,Dairy Farms
WI0061689,,,0241,Dairy Farms
WI0061697,,,5154,Livestock
WI0061701,,,4952,Sewerage Systems
WI0061760,,,0241,Dairy Farms
WI0061778,,,0241,Dairy Farms
WI0061786,,,0241,Dairy Farms
WI0061794,,,0241,Dairy Farms
WI0061808,,,0241,Dairy Farms
WI0061824,,,0211,Beef Cattle Feedlots
WI0061832,,,0241,Dairy Farms
WI0061841,,,0241,Dairy Farms
WI0061883,,,0241,Dairy Farms
WI0061891,,,4911,Electric Services
WI0061905,,,0241,Dairy Farms
WI0061913,,,0241,Dairy Farms
WI0061921,,,4911,Electric Services
WI0061948,,,0241,Dairy Farms
WI0061972,,,0241,Dairy Farms
WI0061981,,,0241,Dairy Farms
WI0061999,,,0241,Dairy Farms
WI0062022,,,0241,Dairy Farms
WI0062031,,,0241,Dairy Farms
WI0062049,,,0253,Turkeys And Turkey Eggs
WI0062057,,,0241,Dairy Farms
WI0062111,,,0241,Dairy Farms
WI0062120,,,0241,Dairy Farms
WI0062162,,,0241,Dairy Farms
WI0062235,,,0241,Dairy Farms
WI0062243,,,0241,Dairy Farms
WI0062270,,,0241,Dairy Farms
WI0062308,,,0291,"General Farms, Primarily Animal"
WI0062341,,,0241,Dairy Farms
WI0062359,,,0241,Dairy Farms
WI0062367,,,0241,Dairy Farms
WI0062383,,,0241,Dairy Farms
WI0062405,,,0241,Dairy Farms
WI0062456,,,0241,Dairy Farms
WI0062472,,,0241,Dairy Farms
WI0062499,,,0241,Dairy Farms
WI0062502,,,2869,Industrial Organic Chemicals
WI0062529,,,0241,Dairy Farms
WI0062553,,,0259,Poultry And Eggs
WI0062561,,,2033,Canned Fruits And Vegetables
WI0062600,,,0241,Dairy Farms
WI0062618,,,0241,Dairy Farms
WI0062651,,,0241,Dairy Farms
WI0062693,,,0241,Dairy Farms
WI0062707,,,0241,Dairy Farms
WI0062723,,,3625,Relays And Industrial Controls
WI0062740,,,0241,Dairy Farms
WI0062758,,,0241,Dairy Farms
WI0062774,,,0241,Dairy Farms
WI0062804,,,0241,Dairy Farms
WI0062821,,,0241,Dairy Farms
WI0062839,,,2022,"Cheese, Natural And Processed"
WI0062847,221320,Sewage Treatment Facilities,4952,Sewerage Systems
WI0062863,,,0211,Beef Cattle Feedlots
WI0062871,,,0139,"Field Crops, Except Cash Grains"
WI0062880,,,0241,Dairy Farms
WI0062898,,,0241,Dairy Farms
WI0062910,,,0241,Dairy Farms
WI0062928,,,0241,Dairy Farms
WI0062944,,,0241,Dairy Farms
WI0062979,,,0241,Dairy Farms
WI0062987,,,0241,Dairy Farms
WI0062995,,,0211,Beef Cattle Feedlots
WI0063011,,,2421,"Sawmills And Planing Mills, General"
WI0063029,,,0241,Dairy Farms
WI0063045,,,0241,Dairy Farms
WI0063053,,,4952,Sewerage Systems
WI0063061,,,0241,Dairy Farms
WI0063096,,,0241,Dairy Farms
WI0063100,,,0241,Dairy Farms
WI0063118,,,0241,Dairy Farms
WI0063126,,,0211,Beef Cattle Feedlots
WI0063142,,,0213,Hogs
WI0063151,,,0241,Dairy Farms
WI0063169,,,0241,Dairy Farms
WI0063177,,,0241,Dairy Farms
WI0063193,,,0241,Dairy Farms
WI0063207,,,2022,"Cheese, Natural And Processed"
WI0063223,,,0241,Dairy Farms
WI0063231,,,4222,Refrigerated Warehousing And Storage
WI0063258,,,3691,Storage Batteries
WI0063266,,,0213,Hogs
WI0063312,,,0212,"Beef Cattle, Except Feedlots"
WI0063321,,,0241,Dairy Farms
WI0063347,,,4953,Refuse Systems
WI0063371,,,4952,Sewerage Systems
WI0063398,,,0241,Dairy Farms
WI0063401,,,4952,Sewerage Systems
WI0063410,,,0211,Beef Cattle Feedlots
WI0063428,,,0241,Dairy Farms
WI0063533,,,0241,Dairy Farms
WI0063568,,,0241,Dairy Farms
WI0063576,,,0241,Dairy Farms
WI0063592,,,0241,Dairy Farms
WI0063649,,,2869,Industrial Organic Chemicals
WI0063657,,,0241,Dairy Farms
WI0063665,,,0241,Dairy Farms
WI0063673,,,0241,Dairy Farms
WI0063681,,,0241,Dairy Farms
WI0063711,,,0241,Dairy Farms
WI0063720,,,4952,Sewerage Systems
WI0063754,,,0241,Dairy Farms
WI0063762,,,0213,Hogs
WI0063771,,,2869,Industrial Organic Chemicals
WI0063789,,,0241,Dairy Farms
WI0063797,,,4952,Sewerage Systems
WI0063801,,,0241,Dairy Farms
WI0063819,,,0241,Dairy Farms
WI0063827,,,0241,Dairy Farms
WI0063878,,,0213,Hogs
WI0063894,,,0241,Dairy Farms
WI0063908,,,0291,"General Farms, Primarily Animal"
WI0063916,,,0211,Beef Cattle Feedlots
WI0063932,,,0241,Dairy Farms
WI0063959,,,0241,Dairy Farms
WI0063967,,,0241,Dairy Farms
WI0063975,,,0241,Dairy Farms
WI0063983,,,0241,Dairy Farms
WI0063991,,,0241,Dairy Farms
WI0064017,,,0241,Dairy Farms
WI0064025,,,0241,Dairy Farms
WI0064092,,,0241,Dairy Farms
WI0064106,,,0241,Dairy Farms
WI0064131,,,0241,Dairy Farms
WI0064157,,,0211,Beef Cattle Feedlots
WI0064190,,,0241,Dairy Farms
WI0064203,,,0241,Dairy Farms
WI0064220,,,0211,Beef Cattle Feedlots
WI0064246,,,0241,Dairy Farms
WI0064254,,,0241,Dairy Farms
WI0064271,,,0241,Dairy Farms
WI0064289,,,0241,Dairy Farms
